name,description,category,value,type,state,max_attempts,flags,tags,type_data,hints
Login Support Team,"Log in with the support team's original user credentials without applying SQL Injection or any other bypass. (Difficulty Level: 6)",Security Misconfiguration,1350,standard,visible,0,86c8986dff834112ed790d7d53dadb46e9dca210,"Brute Force,Code Analysis",,"[{""content"":""The underlying flaw of this challenge is a lot more human error than technical weakness."",""cost"":0},{""content"":""The support team is located in a low-cost country and the team structure fluctuates a lot due to people leaving for jobs with even just slightly better wages."",""cost"":0},{""content"":""To prevent abuse the password for the support team account itself is actually very strong."",""cost"":0},{""content"":""To allow easy access during an incident٬ the support team utilizes a 3rd party tool which every support engineer can access to get the current account password from."",""cost"":0},{""content"":""While it is also possible to use SQL Injection to log in as the support team٬ this will not solve the challenge."",""cost"":0}]"
Manipulate Basket,"Put an additional product into another user's shopping basket. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,8f4e92556e5cafa24316d3fbb482384f66a0619d,,,"[{""content"":""Have an eye on the HTTP traffic while placing products in the shopping basket."",""cost"":0},{""content"":""Adding more instances of the same product to someone else’s basket does not qualify as a solution. The same goes for stealing from someone else’s basket."",""cost"":0},{""content"":""This challenge requires a bit more sophisticated tampering than others of the same ilk."",""cost"":0}]"
Misplaced Signature File,"Access a misplaced <a href=""https://github.com/Neo23x0/sigma"">SIEM signature</a> file. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,b9263160f81d18dc69161db7ffb8a2d622bf1755,"Good Practice,Contraption",,"[{""content"":""You need to trick a security mechanism into thinking that the file you want has a valid file type."",""cost"":0},{""content"":""If you solved one of the other four file access challenges٬ you already know where the SIEM signature file is located."",""cost"":0},{""content"":""Simply reuse the trick that already worked for the files above."",""cost"":0}]"
Multiple Likes,"Like any review at least three times as the same user. (Difficulty Level: 6)",Broken Anti Automation,1350,standard,visible,0,ec7840f71a70dac3908a7ab0f8c5b58eb986e892,,,"[{""content"":""Punctuality is the politeness of kings."",""cost"":0},{""content"":""Every user is (almost) immediately associated with the review they \""\""liked\""\"" to prevent abuse of that functionality."",""cost"":0},{""content"":""Did you really think clicking the \""\""like\""\"" button three times in a row really fast would be enough to solve a ⭐⭐⭐⭐⭐⭐ challenge?"",""cost"":0},{""content"":""The underlying flaw of this challenge is a Race Condition."",""cost"":0}]"
Nested Easter Egg,"Apply some advanced cryptanalysis to find <i>the real</i> easter egg. (Difficulty Level: 4)",Cryptographic Issues,700,standard,visible,0,9237a0d67e49ba39ab0d85d4caecb5808806f4bb,"Shenanigans,Good for Demos",,"[{""content"":""You might have to peel through several layers of tough-as-nails encryption for this challenge."",""cost"":0},{""content"":""Make sure you solve Find the hidden easter egg first."",""cost"":0},{""content"":""You might have to peel through several layers of tough-as-nails encryption for this challenge."",""cost"":0}]"
NoSQL DoS,"Let the server sleep for some time. (It has done more than enough hard work for you) (Difficulty Level: 4)",Injection,700,standard,visible,0,6322a4a6cad7b7ab96fa868a706aaa11932b918e,"Danger Zone",,"[{""content"":""This challenge is essentially a stripped-down Denial of Service (DoS) attack."",""cost"":0},{""content"":""As stated in the Architecture overview٬ OWASP Juice Shop uses a MongoDB derivate as its NoSQL database."",""cost"":0},{""content"":""The categorization into the NoSQL Injection category totally gives away the expected attack vector for this challenge. Trying any others will not solve the challenge٬ even if they might yield the same result."",""cost"":0},{""content"":""In particular٬ flooding the application with requests will not solve this challenge. That would probably just kill your server instance."",""cost"":0}]"
NoSQL Exfiltration,"All your orders are belong to us! Even the ones which don't. (Difficulty Level: 5)",Injection,1000,standard,visible,0,e606cff6a6a895ea073e4aeb71a42eebf63a25d1,"Danger Zone",,"[{""content"":""Take a close look on how the $where query operator works in MongoDB."",""cost"":0},{""content"":""This challenge requires a classic Injection attack."",""cost"":0},{""content"":""Find an API endpoint with the intent of delivering a single order to the user and work with that."",""cost"":0},{""content"":""Reading up on how MongoDB queries work is really helpful here."",""cost"":0}]"
NoSQL Manipulation,"Update multiple product reviews at the same time. (Difficulty Level: 4)",Injection,700,standard,visible,0,8388280c9e656fe7aa45e8920e36c5bfcbfa3519,"With Coding Challenge",,"[{""content"":""Take a close look on how the equivalent of UPDATE-statements in MongoDB work."",""cost"":0},{""content"":""This challenge requires another classic Injection attack."",""cost"":0},{""content"":""It is also worth looking into how Query Operators work in MongoDB."",""cost"":0}]"
Outdated Allowlist,"Let us redirect you to one of our crypto currency addresses which are not promoted any longer. (Difficulty Level: 1)",Unvalidated Redirects,100,standard,visible,0,1ad816c82e078df250e618cba7893093115f4521,"Code Analysis,With Coding Challenge",,"[{""content"":""When removing references to those addresses from the code the developers have been a bit sloppy."",""cost"":0},{""content"":""More particular٬ they have been sloppy in a way that even the Angular Compiler was not able to clean up after them automatically."",""cost"":0},{""content"":""It is of course not sufficient to just visit any of the crypto currency links directly to solve the challenge."",""cost"":0}]"
Password Strength,"Log in with the administrator's user credentials without previously changing them or applying SQL Injection. (Difficulty Level: 2)",Broken Authentication,250,standard,visible,0,ff4aebffe31b0ffdea9bdd0207a16a3c01ac6c56,"Brute Force,Tutorial,With Coding Challenge",,"[{""content"":""This challenge can be solved with three different approaches."",""cost"":0},{""content"":""Guessing might work just fine."",""cost"":0},{""content"":""If you harvested the admin’s password hash٬ you can try to attack that."",""cost"":0},{""content"":""In case you use some hacker tool٬ you can also go for a brute force attack using a generic password list."",""cost"":0}]"
Payback Time,"Place an order that makes you rich. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,bccfc69b31482f1eaa399e6ded3cce938b9fc219,,,"[{""content"":""You literally need to make the shop owe you any amount of money."",""cost"":0},{""content"":""Investigate the shopping basket closely to understand how it prevents you from creating orders that would fulfil the challenge."",""cost"":0}]"
Premium Paywall,"<i class=""far fa-gem""></i><i class=""far fa-gem""></i><i class=""far fa-gem""></i><i class=""far fa-gem""></i><i class=""far fa-gem""></i><!--IvLuRfBJYlmStf9XfL6ckJFngyd9LfV1JaaN/KRTPQPidTuJ7FR+D/nkWJUF+0xUF07CeCeqYfxq+OJVVa0gNbqgYkUNvn//UbE7e95C+6e+7GtdpqJ8mqm4WcPvUGIUxmGLTTAC2+G9UuFCD1DUjg==--> <a href=""https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm"" target=""_blank""><i class=""fab fa-btc fa-sm""></i> Unlock Premium Challenge</a> to access exclusive content. (Difficulty Level: 6)",Cryptographic Issues,1350,standard,visible,0,41db0b8dbceb01d9737fceb888a1f24ddd8f1dff,"Shenanigans",,"[{""content"":""You do not have to pay anything to unlock this challenge! Nonetheless٬ donations are very much appreciated."",""cost"":0},{""content"":""There is no inappropriate٬ self-written or misconfigured cryptographic library to be exploited here."",""cost"":0},{""content"":""How much protection does a sturdy top-quality door lock add to your house if you put the key under the door mat? Or hide the key in the nearby plant pot? Or tape the key to the underside of the mailbox?"",""cost"":0},{""content"":""Once more: You do not have to pay anything to unlock this challenge!"",""cost"":0}]"
Privacy Policy,"Read our privacy policy. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,13083493dec15380f7319596e5e2bc67437ce5c4,"Good Practice,Tutorial,Good for Demos",,"[{""content"":""We won't even ask you to confirm that you did. Just read it. Please. Pretty please."",""cost"":0},{""content"":""When you work with the application you will most likely solve this challenge in the process."",""cost"":0},{""content"":""Any automated crawling or spidering tool you use might solve this challenge for you."",""cost"":0},{""content"":""There is no real hacking involved here."",""cost"":0}]"
Privacy Policy Inspection,"Prove that you actually read our privacy policy. (Difficulty Level: 3)",Security through Obscurity,450,standard,visible,0,2c4ad2aa82f89b4aefcb6d305d329005b5ebbe61,"Shenanigans,Good for Demos",,"[{""content"":""Only by visiting a special URL you can confirm that you read it carefully."",""cost"":0},{""content"":""First you should obviously solve the \""\""Read our privacy policy\""\"" challenge."",""cost"":0},{""content"":""It is fine to use the mouse cursor to not lose sight of the paragraph you are currently reading."",""cost"":0},{""content"":""If you find some particularly hot sections in the policy you might want to melt them together similar to what you might have already uncovered in Apply some advanced cryptanalysis to find the real easter egg."",""cost"":0}]"
Product Tampering,"Change the <code>href</code> of the link within the <a href=""/#/search?q=OWASP SSL Advanced Forensic Tool (O-Saft)"">OWASP SSL Advanced Forensic Tool (O-Saft)</a> product description into <i>https://owasp.slack.com</i>. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,7513f97578391e85282583fd084bc3a649f1d25f,"With Coding Challenge",,"[{""content"":""Theoretically there are three possible ways to beat this challenge: a) broken admin functionality٬ b) holes in RESTful API or c) possibility for SQL Injection."",""cost"":0},{""content"":""In practice two of these three ways should turn out to be dead ends."",""cost"":0}]"
Reflected XSS,"Perform a <i>reflected</i> XSS attack with <code>&lt;iframe src=""javascript:alert(`xss`)""&gt;</code>. (Difficulty Level: 2)",XSS,250,standard,visible,0,305021787d3e9cd9cebc057a021c2504550bb3b6,"Tutorial,Danger Zone,Good for Demos",,"[{""content"":""Look for a url parameter where its value appears in the page it is leading to."",""cost"":0},{""content"":""Try probing for XSS vulnerabilities by submitting text wrapped in an HTML tag which is easy to spot on screen٬ e.g. <h1> or <strike>."",""cost"":0}]"
Repetitive Registration,"Follow the DRY principle while registering a user. (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,38327ed39639fb9ced76c9800f991bd8206ee144,,,"[{""content"":""You can solve this by cleverly interacting with the UI or bypassing it altogether."",""cost"":0},{""content"":""The obvious repetition in the User Registration form is the Repeat Password field."",""cost"":0},{""content"":""Try to register with either an empty or different value in Repeat Password."",""cost"":0},{""content"":""You can solve this challenge by cleverly interacting with the UI or bypassing it altogether."",""cost"":0}]"
Reset Bender's Password,"Reset Bender's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 4)",Broken Authentication,700,standard,visible,0,a3ed0a02985a524747be405af69600b167ecae9a,"OSINT,With Coding Challenge",,"[{""content"":""If you have no idea who Bender is٬ please put down this book right now and watch the first episodes of Futurama before you come back."",""cost"":0},{""content"":""Unexpectedly٬ Bender also chose to answer his chosen question truthfully."",""cost"":0},{""content"":""Hints to the answer to Bender’s question can be found in publicly available information on the Internet."",""cost"":0},{""content"":""If a seemingly correct answer is not accepted٬ you might just need to try some alternative spelling."",""cost"":0},{""content"":""Brute forcing the answer should be next to impossible."",""cost"":0}]"
Reset Bjoern's Password,"Reset the password of Bjoern's internal account via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 5)",Broken Authentication,1000,standard,visible,0,dbaa733d61cf894a36235f884227b3a0b6150233,"OSINT,With Coding Challenge",,"[{""content"":""Nothing a little bit of Facebook stalking couldn't reveal. Might involve a historical twist."",""cost"":0},{""content"":""Other than with his OWASP account٬ Bjoern was a bit less careless with his choice of security and answer to his internal account."",""cost"":0},{""content"":""Bjoern chose to answer his chosen question truthfully but tried to make it harder for attackers by applying sort of a historical twist."",""cost"":0},{""content"":""Again٬ hints to the answer to Bjoern’s question can be found by looking him up on the Internet."",""cost"":0},{""content"":""Brute forcing the answer should be next to impossible."",""cost"":0}]"
Reset Jim's Password,"Reset Jim's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 3)",Broken Authentication,450,standard,visible,0,3c3e2d6ef99b733b947e92f8e2a9ed08bf57ea63,"OSINT,With Coding Challenge",,"[{""content"":""The hardest part of this challenge is actually to find out who Jim actually is."",""cost"":0},{""content"":""Jim picked one of the worst security questions and chose to answer it truthfully."",""cost"":0},{""content"":""As Jim is a celebrity٬ the answer to his question is quite easy to find in publicly available information on the internet."",""cost"":0},{""content"":""Even brute forcing the answer should be possible with the right kind of word list."",""cost"":0}]"
Reset Morty's Password,"Reset Morty's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>his obfuscated answer</i> to his security question. (Difficulty Level: 5)",Broken Anti Automation,1000,standard,visible,0,c25ad846aad83cff51ef49167f6f54b467e731de,"OSINT,Brute Force,With Coding Challenge",,"[{""content"":""Finding out who Morty actually is٬ will help to reduce the solution space."",""cost"":0},{""content"":""You can assume that Morty answered his security question truthfully but employed some obfuscation to make it more secure."",""cost"":0},{""content"":""Morty’s answer is less than 10 characters long and does not include any special characters."",""cost"":0},{""content"":""Unfortunately٬ Forgot your password? is protected by a rate limiting mechanism that prevents brute forcing. You need to beat this somehow."",""cost"":0}]"
Retrieve Blueprint,"Deprive the shop of earnings by downloading the blueprint for one of its products. (Difficulty Level: 5)",Sensitive Data Exposure,1000,standard,visible,0,5ec16347194b662a773887b63845315e8a3c7237,,,"[{""content"":""Check for products which seem like a natural fit for being based on a blueprint."",""cost"":0},{""content"":""You might want to pay attention to the images of the identified product candidates."",""cost"":0},{""content"":""For your inconvenience the blueprint was not misplaced into the same place like so many others forgotten files covered in this chapter."",""cost"":0}]"
SSRF,"Request a hidden resource on server through server. (Difficulty Level: 6)",Broken Access Control,1350,standard,visible,0,cd689fc32a8e1288a9b762aebacd9756f8c78ab5,"Code Analysis",,"[{""content"":""Reverse engineering something bad can make good things happen."",""cost"":0},{""content"":""Using whatever you find inside the malware directly will not do you any good."",""cost"":0},{""content"":""For this to count as an SSRF attack you need to make the Juice Shop server attack itself."",""cost"":0},{""content"":""Do not try to find the source code for the malware on GitHub. Take it apart with classic reverse-engineering techniques instead."",""cost"":0}]"
SSTi,"Infect the server with juicy malware by abusing arbitrary command execution. (Difficulty Level: 6)",Injection,1350,standard,visible,0,4a08ddbd93e970fd7cdca4f2fc940f6fc35dc7d8,"Contraption,Danger Zone,Code Analysis",,"[{""content"":""\""\""SSTi\""\"" is a clear indicator that this has nothing to do with anything Angular. Also٬ make sure to use only our non-malicious malware."",""cost"":0},{""content"":""You can find the juicy malware via a very obvious Google search or by stumbling into a very ill-placed quarantine folder with the necessary URLs in it."",""cost"":0},{""content"":""Making the server download and execute the malware is key to solving this challenge."",""cost"":0},{""content"":""For this challenge you do not have to reverse engineer the malware in any way. That will be required later to solve the \""\""Request a hidden resource on server through server\""\"" challenge."",""cost"":0}]"
Score Board,"Find the carefully hidden 'Score Board' page. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,2614339936e8282e2f820f023d4d998a1f95e02a,"Tutorial,Code Analysis,With Coding Challenge",,
Security Policy,"Behave like any ""white-hat"" should before getting into the action. (Difficulty Level: 2)",Miscellaneous,250,standard,visible,0,980d88a684fbf348f5812fc06fbfab2d8f66c76d,"Good Practice",,"[{""content"":""This challenge asks you to act like an ethical hacker."",""cost"":0},{""content"":""Undoubtedly you want to read our security policy before conducting any research on our application."",""cost"":0},{""content"":""As one of the good guys٬ would you just start attacking an application without consent of the owner?"",""cost"":0},{""content"":""You also might want to read the security policy or any bug bounty program that is in place."",""cost"":0}]"
Server-side XSS Protection,"Perform a <i>persisted</i> XSS attack with <code>&lt;iframe src=""javascript:alert(`xss`)""&gt;</code> bypassing a <i>server-side</i> security mechanism. (Difficulty Level: 4)",XSS,700,standard,visible,0,55520e3cd59f94c0177371d67a70fd4c023c57ea,"Danger Zone",,"[{""content"":""The \""\""Comment\""\"" field in the \""\""Customer Feedback\""\"" screen is where you want to put your focus on."",""cost"":0},{""content"":""The Comment field in the Contact Us screen is where you want to put your focus on."",""cost"":0},{""content"":""The attack payload <iframe src=\""\""javascript:alert(`xss)\""\"">` will not be rejected by any validator but stripped from the comment before persisting it."",""cost"":0},{""content"":""Look for possible dependencies related to input processing in the package.json.bak you harvested earlier."",""cost"":0},{""content"":""If an XSS alert shows up but the challenge does not appear as solved on the Score Board٬ you might not have managed to put the exact attack string <iframe src=\""\""javascript:alert(`xss)\""\"">` into the database?"",""cost"":0}]"
Steganography,"<a href=""/#/contact"">Rat out</a> a notorious character hiding in plain sight in the shop. (Mention the exact name of the character) (Difficulty Level: 4)",Security through Obscurity,700,standard,visible,0,8df0878bad13852abf627d0ccf345522c6edcc21,"Shenanigans",,"[{""content"":""There is not the slightest chance that you can spot the hidden character with the naked eye."",""cost"":0},{""content"":""You will need very specialized tool assistance for this challenge."",""cost"":0},{""content"":""The effective difficulty of this challenge depends a lot on what tools you pick to tackle it."",""cost"":0},{""content"":""This challenge cannot be solved by just reading our \""\""Lorem Ipsum\""\""-texts carefully."",""cost"":0}]"
Successful RCE DoS,"Perform a Remote Code Execution that occupies the server for a while without using infinite loops. (Difficulty Level: 6)",Insecure Deserialization,1350,standard,visible,0,e3dd33892286cd40320283238d5c6babe93187d2,"Danger Zone",,"[{""content"":""Your attack payload must not trigger the protection against too many iterations and infinite loops."",""cost"":0},{""content"":""This challenge uses the same leverage point as the \""\""Perform a Remote Code Execution that would keep a less hardened application busy forever\""\"" challenge."",""cost"":0}]"
Supply Chain Attack,"<a href=""/#/contact"">Inform the development team</a> about a danger to some of <em>their</em> credentials. (Send them the URL of the <em>original report</em> or an assigned CVE or another identifier of this vulnerability) (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,05a4bcdca9809df4506551b5b1f229fd55157572,"OSINT",,"[{""content"":""This vulnerability will not affect any customer of the shop. It is aimed exclusively at its developers."",""cost"":0},{""content"":""This is a research-heavy challenge which does not involve any actual hacking."",""cost"":0},{""content"":""Solving \""\""Access a developer's forgotten backup file\""\"" before attempting this challenge will save you from a lot of frustration."",""cost"":0}]"
Two Factor Authentication,"Solve the 2FA challenge for user ""wurstbrot"". (Disabling, bypassing or overwriting his 2FA settings does not count as a solution) (Difficulty Level: 5)",Broken Authentication,1000,standard,visible,0,04d6e957416281fe13669a7fe685fc27cb6c53c4,,,"[{""content"":""The 2FA implementation requires to store a secret for every user. You will need to find a way to access this secret in order to solve this challenge."",""cost"":0},{""content"":""As always٬ first learn how the feature under attack is used and behaves under normal conditions."",""cost"":0},{""content"":""Make sure you understand how 2FA with TOTP (time-based one-time password) works and which part of it is the critically sensitive one."",""cost"":0},{""content"":""Solving the challenge \""\""Retrieve a list of all user credentials via SQL Injection\""\"" before tackling this one will definitely help. But it will not carry you all the way."",""cost"":0}]"
Unsigned JWT,"Forge an essentially unsigned JWT token that impersonates the (non-existing) user <i>jwtn3d@juice-sh.op</i>. (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,8614152eaa8ea996bd1359f4144ad3e8cc762198,,,"[{""content"":""This challenge exploits a weird option that is supported when signing tokens with JWT."",""cost"":0},{""content"":""You should begin with retrieving a valid JWT from the application’s Authorization request header."",""cost"":0},{""content"":""A JWT is only given to users who have logged in. They have a limited validity٬ so better do not dawdle."",""cost"":0},{""content"":""Try to convince the site to give you a valid token with the required payload while downgrading to no encryption at all."",""cost"":0},{""content"":""Make sure your JWT is URL safe!"",""cost"":0}]"
Upload Size,"Upload a file larger than 100 kB. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,e3b59553d1be5291f45a76abe8291e3b666272d7,,,"[{""content"":""You can attach a small file to the \""\""Complaint\""\"" form. Investigate how this upload actually works."",""cost"":0},{""content"":""First you should try to understand how the file upload is actually handled on the client and server side."",""cost"":0},{""content"":""With this understanding you need to find a \""\""weak spot\""\"" in the right place and have to craft an exploit for it."",""cost"":0}]"
Upload Type,"Upload a file that has no .pdf or .zip extension. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,3ca7d41d1c903c5ae68c2f713c9f875db870aca0,,,"[{""content"":""You can attach a PDF or ZIP file to the \""\""Complaint\""\"" form. Investigate how this upload actually works."",""cost"":0},{""content"":""If you solved the \""\""Upload a file larger than 100 kB\""\"" challenge٬ you should try to apply the same solution here"",""cost"":0}]"
User Credentials,"Retrieve a list of all user credentials via SQL Injection. (Difficulty Level: 4)",Injection,700,standard,visible,0,b2bbb412cd027095df70fa3ca8d61ad0e101406e,"With Coding Challenge",,"[{""content"":""Gather information on where user data is stored and how it is addressed. Then craft a corresponding UNION SELECT attack."",""cost"":0},{""content"":""Try to find an endpoint where you can influence data being retrieved from the server."",""cost"":0},{""content"":""Craft a UNION SELECT attack string to join data from another table into the original result."",""cost"":0},{""content"":""You might have to tackle some query syntax issues step-by-step٬ basically hopping from one error to the next"",""cost"":0},{""content"":""As with \""\""Order the Christmas special offer of 2014\""\"" and \""\""Exfiltrate the entire DB schema definition via SQL Injection\""\"" this cannot be achieved through the application frontend."",""cost"":0}]"
Video XSS,"Embed an XSS payload <code>&lt;/script&gt;&lt;script&gt;alert(`xss`)&lt;/script&gt;</code> into our promo video. (Difficulty Level: 6)",XSS,1350,standard,visible,0,5dec3d5cc33e7137736c615bc10a0c52359e86a8,"Danger Zone",,"[{""content"":""Without utilizing the vulnerability behind another ⭐⭐⭐⭐⭐⭐ challenge it is not possible to plant the XSS payload for this challenge."",""cost"":0},{""content"":""The mentioned \""\""marketing collateral\""\"" might have been publicly advertised by the Juice Shop but is not necessarily part of its sitemap yet."",""cost"":0},{""content"":""It might help to perform some online searches for structurally similar web projects once you get stuck."",""cost"":0},{""content"":""This challenge will always partially keep you blindfolded٬ no matter how hard you do research and analysis."",""cost"":0}]"
View Basket,"View another user's shopping basket. (Difficulty Level: 2)",Broken Access Control,250,standard,visible,0,e6982b34b6734ceadd28e5019b251f929a80b815,"Tutorial,Good for Demos",,"[{""content"":""Try out all existing functionality involving the shopping basket while having an eye on the HTTP traffic."",""cost"":0},{""content"":""There might be a client-side association of user to basket that you can try to manipulate."",""cost"":0},{""content"":""In case you manage to update the database via SQL Injection so that a user is linked to another shopping basket٬ the application will not notice this challenge as solved."",""cost"":0}]"
Vulnerable Library,"<a href=""/#/contact"">Inform the shop</a> about a vulnerable library it is using. (Mention the exact library name and version in your comment) (Difficulty Level: 4)",Vulnerable Components,700,standard,visible,0,d6c3b1f0724fd3dbf4272c127a790c39a200876b,"OSINT",,"[{""content"":""Report one of two possible answers via the \""\""Customer Feedback\""\"" form. Do not forget to submit the library's version as well."",""cost"":0},{""content"":""Look for possible dependencies related to security in the package.json.bak you probably harvested earlier during the Access a developer’s forgotten backup file challenge."",""cost"":0},{""content"":""Do some research on the internet for known security issues in the most suspicious application dependencies."",""cost"":0}]"
Weird Crypto,"<a href=""/#/contact"">Inform the shop</a> about an algorithm or library it should definitely not use the way it does. (Difficulty Level: 2)",Cryptographic Issues,250,standard,visible,0,84054d82b9a99da2db6392744dad1e7e28bd2cca,,,"[{""content"":""Report one of five possible answers via the \""\""Customer Feedback\""\"" form."",""cost"":0},{""content"":""Cryptographic functions only used in the \""\""Apply some advanced cryptanalysis to find the real easter egg\""\"" challenge do not count as they are only a developer’s prank and not a serious security problem."",""cost"":0}]"
Allowlist Bypass,"Enforce a redirect to a page you are not supposed to redirect to. (Difficulty Level: 4)",Unvalidated Redirects,700,standard,visible,0,ed389b769ec2380372f247f8b669097bb55f3b7f,"Prerequisite,With Coding Challenge",,"[{""content"":""You have to find a way to beat the allowlist of allowed redirect URLs."",""cost"":0},{""content"":""You can find several places where redirects happen in the OWASP Juice Shop."",""cost"":0},{""content"":""The application will only allow you to redirect to allowlisted (previously referred to as whitelisted) URLs."",""cost"":0},{""content"":""Tampering with the redirect mechanism might give you some valuable information about how it works under to hood."",""cost"":0}]"
XXE Data Access,"Retrieve the content of <code>C:\Windows\system.ini</code> or <code>/etc/passwd</code> from the server. (Difficulty Level: 3)",XXE,450,standard,visible,0,5a196f6f8335ad860de5fd4597a69de8f23dbce8,"Danger Zone",,"[{""content"":""The leverage point for this challenge is the deprecated B2B interface."",""cost"":0},{""content"":""This challenge sounds a lot harder than it actually is٬ which amplifies how bad the underlying vulnerability is."",""cost"":0},{""content"":""Doing some research on typical XEE attack patterns basically gives away the solution for free."",""cost"":0}]"
XXE DoS,"Give the server something to chew on for quite a while. (Difficulty Level: 5)",XXE,1000,standard,visible,0,f884fb0fd5282d5a33cf44fd65e20ddad1d2b795,"Danger Zone",,"[{""content"":""It is not as easy as sending a large amount of data directly to the deprecated B2B interface."",""cost"":0},{""content"":""The leverage point for this is obviously the same as for the XXE Data Access challenge."",""cost"":0},{""content"":""You can only solve this challenge by keeping the server busy for >2sec with your attack."",""cost"":0},{""content"":""The effectiveness of attack payloads for this challenge might depend on the operating system the Juice Shop is running on."",""cost"":0}]"
Memory Bomb,"Drop some explosive data into a vulnerable file-handling endpoint. (Difficulty Level: 5)",Insecure Deserialization,1000,standard,visible,0,a076669f20b63907d95b829af4a3fdce54a6ccfd,"Danger Zone",,"[{""content"":""This one is actually similar to the XXE DoS challenge in every way except the data format being (ab)used."",""cost"":0},{""content"":""You can only solve this challenge by keeping the server busy for >2sec with your attack."",""cost"":0},{""content"":""The effectiveness of attack payloads for this challenge might depend on the operating system the Juice Shop is running on."",""cost"":0}]"
Zero Stars,"Give a devastating zero-star feedback to the store. (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,e958569c4a12e3b97f38bd05cac3f0e5a1b17142,,,"[{""content"":""Before you invest time bypassing the API٬ you might want to play around with the UI a bit."",""cost"":0}]"
Missing Encoding,"Retrieve the photo of Bjoern's cat in ""melee combat-mode"". (Difficulty Level: 1)",Improper Input Validation,100,standard,visible,0,9d4e5e79b87d07944942d37811426c4e3148d446,"Shenanigans",,"[{""content"":""Check the Photo Wall for an image that could not be loaded correctly."",""cost"":0},{""content"":""You just have to (literally) inspect the problem to understand the basic issue."",""cost"":0},{""content"":""It can also help to try out the Tweet-button of the entry and observe what happens."",""cost"":0}]"
Cross-Site Imaging,"Stick <a href=""https://cataas.com/cat"" target=""_blank"">cute cross-domain kittens</a> all over our delivery boxes. (Difficulty Level: 5)",Security Misconfiguration,1000,standard,visible,0,ed6fafa2fe184c01a64581004393737449dd6ba4,"Contraption",,"[{""content"":""This challenge would formally have to be in several categories as the developers made multiple gaffes for this to be possible."",""cost"":0},{""content"":""Loading this page with an empty browser cache and on a slow (or throttled) connection will give you an idea on what the delivery box image is made of. Of course inspecting the page source will tell you just as much."",""cost"":0},{""content"":""You need to dive deep into the actual Angular code to understand this one."",""cost"":0},{""content"":""This challenge requires the exploitation of another vulnerability which even has its own two challenges in its very own category"",""cost"":0},{""content"":""This challenge can only be solved by strictly using the mentioned \""\""cross-domain kittens\""\"". No other kittens from anywhere else can solve this challenge."",""cost"":0}]"
Exposed Metrics,"Find the endpoint that serves usage data to be scraped by a <a href=""https://github.com/prometheus/prometheus"">popular monitoring system</a>. (Difficulty Level: 1)",Sensitive Data Exposure,100,standard,visible,0,ab5b8d18378fbcb0f3bc6e9f2b1e3eebc676334e,"Good Practice,With Coding Challenge",,"[{""content"":""Try to guess what URL the endpoint might have."",""cost"":0},{""content"":""The Juice Shop serves its metrics on the default path expected by Prometheus"",""cost"":0},{""content"":""Guessing the path is probably just as quick as taking the RTFM route via https://prometheus.io/docs/introduction/first_steps"",""cost"":0}]"
Deluxe Fraud,"Obtain a Deluxe Membership without paying for it. (Difficulty Level: 3)",Improper Input Validation,450,standard,visible,0,638524b76976aae9fb41a264fd7c06d813635e1e,,,"[{""content"":""Look closely at what happens when you attempt to upgrade your account."",""cost"":0},{""content"":""Go to the payment page for a deluxe membership and try paying through different methods."",""cost"":0},{""content"":""Try inspecting the requests that go out for each of these methods٬ using the browser’s developer tools."",""cost"":0},{""content"":""Maybe playing around with the parameters in these requests could reveal something interesting."",""cost"":0}]"
CSRF,"Change the name of a user by performing Cross-Site Request Forgery from <a href=""http://htmledit.squarefree.com"">another origin</a>. (Difficulty Level: 3)",Broken Access Control,450,standard,visible,0,7f2af07e0e0ac2c54e8ae0665b4aa68762ba63af,,,"[{""content"":""Find a form which updates the username and then construct a malicious page in the online HTML editor. You probably need an older browser version for this."",""cost"":0},{""content"":""Take a look at what happens when you change the username within the profile page."",""cost"":0},{""content"":""Search for information about CSRF attacks and look out for examples that can be applied to this challenge."",""cost"":0},{""content"":""Write the code for the CSRF attack within http://htmledit.squarefree.com and verify that it changes your username."",""cost"":0}]"
